displacement_ccm,power_hp,torque_nm,top_speed_kmh,dry_weight_kg,fuel_capacity_l,seat_height_mm,wheelbase_mm,power_weight_ratio,power_rpm,torque_rpm,bore_mm,stroke_mm,compression_ratio,rating,year,category,cooling,transmission,fuel_system,brand
247.7000,,,,68.0000,3.1000,665.0000,1335.0000,,,,72.5000,60.0000,,3.6000,2008.0000,Trial,Liquid,Chain,Injection,GAS GAS
599.0000,118.1000,66.0000,,,18.0000,,,,13500.0000,11250.0000,,,,3.6000,2008.0000,Sport,Liquid,,Injection,Honda
294.7000,,,,98.0000,9.5000,945.0000,1476.0000,,,,72.0000,72.0000,,3.5000,,Enduro / offroad,Liquid,,,
1250.4000,,115.3000,,291.7000,18.9200,668.0000,1707.0000,,,7000.0000,104.9000,71.9000,11.5000,3.9000,,Custom / cruiser,Liquid,Belt,Injection,
149.6000,,11.4000,,130.0000,15.8900,,,0.0754,,6500.0000,,,,,,Scooter,,,,
628.3000,,,,110.0000,7.5000,870.0000,1481.0000,,,,100.0000,80.0000,11.8000,3.4000,,Super motard,Liquid,,Carburettor,
,,,,,3.1000,665.0000,,,,,64.0000,54.5000,,,,,,Chain,Carburettor,GAS GAS
,,123.4000,,292.6000,19.3000,706.0000,1631.0000,,,3125.0000,95.3000,111.3000,9.2000,3.9000,,,Air,Belt,Injection,Harley-Davidson
950.0000,85.0000,104.0000,200.0000,129.0000,10.0000,720.0000,1400.0000,0.6589,6000.0000,4000.0000,95.0000,66.0000,11.5000,,2008.0000,Trial,Liquid,,,
,,,,112.0000,,870.0000,1481.0000,,,,100.0000,80.0000,11.8000,3.9000,,,Liquid,,Carburettor,
150.0000,12.0000,,96.6000,129.7000,8.1300,780.0000,1384.0000,0.0925,,,,,,3.3000,2008.0000,Scooter,Liquid,Belt,Carburettor,
653.7000,,65.0000,,152.0000,13.2000,875.0000,1460.0000,0.4146,,6550.0000,102.0000,80.0000,11.7000,3.7000,,Super motard,Liquid,Chain,,
,,,,180.0000,,710.0000,,0.1192,,,72.7000,60.0000,10.2000,3.3000,,,Liquid,Belt,,
647.0000,77.0000,52.0000,,166.5000,17.0000,749.0000,1397.0000,0.4625,9400.0000,7500.0000,81.6000,62.0000,11.5000,2.7000,2008.0000,Sport,Liquid,,Carburettor,
745.0000,,,,,14.0000,658.0000,1638.0000,,,,79.0000,76.0000,9.6000,3.6000,,Custom / cruiser,Liquid,Shaft,Carburettor,
1573.3000,,124.8000,,286.7000,18.1600,701.0000,1631.0000,,,3000.0000,95.3000,111.3000,9.2000,3.8000,2008.0000,Custom / cruiser,Air,Belt,Injection,
65.0000,,,,55.0000,3.5000,760.0000,1115.0000,,,,45.0000,40.8000,,3.2000,,Cross / motocross,Liquid,Chain,Carburettor,
,,124.8000,,294.8000,19.3000,724.0000,1735.0000,,,3000.0000,95.3000,111.3000,9.2000,3.8000,,,Air,Belt,Injection,
,,,,103.9000,7.2000,968.0000,1595.0000,,,,97.0000,60.8000,12.9000,3.5000,,,,,Carburettor,Husqvarna
249.5000,,,,95.3000,,968.0000,,,,,76.0000,55.0000,12.9000,3.9000,,Cross / motocross,Liquid,,Injection,
936.0000,,104.0000,200.0000,168.0000,20.0000,910.0000,1530.0000,0.5060,,4000.0000,95.0000,66.0000,11.0000,,,Enduro / offroad,Liquid,Chain,,
249.0000,21.5000,22.0000,,180.0000,,710.0000,,0.1192,7500.0000,6000.0000,72.7000,60.0000,10.2000,,2008.0000,Scooter,Liquid,Belt,,Honda
,,,128.7000,167.8000,10.9700,737.0000,1549.0000,0.1096,,,,,,3.4000,,,Liquid,Belt,Carburettor,
250.0000,,,,133.0000,10.5000,870.0000,,0.1512,,,,,,3.1000,,Super motard,Air,,Carburettor,Kreidler
,,,,112.0000,,,,,,,97.0000,60.8000,,3.5000,,,Liquid,Chain,Injection,
,,28.0000,100.0000,163.0000,14.5000,,1370.0000,0.1104,,3000.0000,70.0000,90.0000,7.3000,2.9000,,,Air,Chain,Carburettor,Enfield
49.6000,,2.6000,,111.0000,10.0000,,1370.0000,0.0125,,3000.0000,,,,3.5000,,Enduro / offroad,,Chain,Injection,
,,120.0000,,315.2000,18.9200,658.0000,1638.0000,,,3300.0000,95.3000,111.3000,9.2000,3.7000,,,Air,Belt,Injection,
124.8000,,,,111.1000,10.2000,,1475.0000,,,,54.0000,54.5000,8.8000,3.6000,,Enduro / offroad,Liquid,,Carburettor,Husqvarna
,,,,60.0000,3.5000,711.0000,,,,,,,,3.3000,,,Air,Chain,Carburettor,
,,,,,,910.0000,1498.0000,,,,102.0000,80.0000,11.8000,3.6000,,,Liquid,Chain,Carburettor,KTM
582.0000,,,,244.9000,15.8900,754.0000,1595.0000,,,,72.0000,71.5000,10.2000,3.4000,2008.0000,Scooter,Liquid,,,
125.0000,,11.1000,,156.0000,9.4000,776.0000,1490.0000,0.0256,,7500.0000,52.4000,57.8000,11.0000,3.3000,,Scooter,Liquid,Belt,Injection,
,,,,,24.9800,739.0000,1689.0000,,,,74.0000,71.0000,9.8000,3.3000,,,Liquid,Shaft,Injection,Honda
,,9.0000,,143.0000,4.2000,,1330.0000,0.0420,,6500.0000,,,,3.2000,,,,Belt,Carburettor,
124.8000,,,,,3.1000,665.0000,1330.0000,,,,54.0000,54.5000,,3.3000,,Trial,,,Carburettor,
,,107.1000,,256.3000,17.0300,759.0000,1524.0000,,,4000.0000,88.9000,96.8000,9.7000,3.5000,,,Air,Belt,Injection,
,,,,104.6000,8.2000,960.0000,1475.0000,,,,97.0000,60.8000,12.5000,3.6000,,,Liquid,Chain,Carburettor,
49.6000,1.4000,2.6000,,115.0000,10.0000,,1390.0000,0.0121,5500.0000,3000.0000,,,,3.0000,2008.0000,Super motard,,,,Generic
,,,,337.0000,22.7100,780.0000,1613.0000,,,,95.3000,111.3000,9.2000,3.8000,,,Air,Belt,Injection,Harley-Davidson
124.0000,,,,98.0000,8.0000,,,0.1327,,,,,10.0000,3.4000,,Super motard,,Chain,Carburettor,Fantic
,,,,140.5000,,,,0.3773,,,98.0000,76.4000,,3.6000,,,Liquid,Chain,Injection,
1688.0000,,138.3000,,335.2000,22.7100,693.0000,1613.0000,,,2500.0000,98.6000,111.3000,9.6000,3.2000,2008.0000,Touring,Air,Belt,Injection,
,,104.0000,200.0000,165.0000,20.0000,910.0000,1530.0000,0.5152,,4000.0000,95.0000,66.0000,11.0000,,,,Liquid,Chain,,
,,,,,2.6400,549.0000,914.0000,,,,39.0000,41.4000,10.0000,3.4000,,,Air,Chain,Carburettor,
1148.0000,151.5000,120.0000,,188.0000,16.5000,805.0000,1430.0000,0.8060,10000.0000,8000.0000,103.0000,69.0000,12.5000,3.5000,2008.0000,Sport,Liquid,,Carburettor,
199.4000,,,,95.0000,9.5000,940.0000,1476.0000,,,,62.5000,65.0000,,3.3000,,Enduro / offroad,Liquid,,Carburettor,GAS GAS
124.0000,,8.8000,,110.0000,17.0000,,1290.0000,0.0902,,7500.0000,56.6000,49.5000,9.0000,,,Sport,Air,,,Giantco
,,117.0000,,311.3000,18.9200,698.0000,1758.0000,,,3200.0000,95.3000,111.3000,9.2000,3.8000,,,Air,Belt,Injection,
,,2.6000,,111.0000,10.0000,,1390.0000,0.0125,,3000.0000,,,,3.6000,,,,,,
124.0000,14.5000,11.7000,103.0000,,15.0000,810.0000,1530.0000,,9750.0000,8000.0000,57.0000,46.0000,12.0000,3.6000,2008.0000,Scooter,Liquid,,,Gilera
,,,,,8.0000,840.0000,1290.0000,,,,,,,2.8000,,,Air,Shaft,Injection,
,,,,81.5000,7.5000,,,,,,,,12.0000,3.2000,,,Liquid,Chain,Carburettor,
,,,,105.7000,9.5000,960.0000,1475.0000,,,,72.0000,72.0000,12.8000,3.8000,,,Liquid,Chain,Carburettor,
250.0000,,,140.0000,134.0000,11.0000,,,,,,,,9.0000,4.0000,,Enduro / offroad,Air,Chain,Carburettor,
883.3000,,74.6000,,255.4000,12.4900,668.0000,1524.0000,,,3500.0000,76.2000,96.8000,8.9000,3.7000,,Custom / cruiser,Air,Belt,Injection,Harley-Davidson
,,,,,7.1900,866.0000,1374.0000,,,,65.5000,66.2000,9.0000,3.8000,,,Air,Chain,Carburettor,
49.2000,2.5000,4.3000,,,21.9500,,1300.0000,,6000.0000,5500.0000,,,,,2008.0000,Scooter,,Belt,,
,,,104.6000,89.8000,5.4800,762.0000,1798.0000,0.1047,,,,,,3.0000,,,Air,Belt,Carburettor,
,,107.1000,,252.7000,17.0300,711.0000,1516.0000,,,4000.0000,88.9000,96.8000,9.7000,3.7000,,,Air,Belt,Injection,
,,10.0000,,152.0000,16.8000,800.0000,1450.0000,0.0935,,8500.0000,42.0000,45.0000,11.8000,3.0000,,,Liquid,Chain,Injection,
249.3000,,,,103.0000,,,,,,,66.4000,72.0000,,3.5000,2008.0000,Enduro / offroad,Liquid,,Carburettor,
,,37.0000,,228.0000,,,1595.0000,0.1588,,6500.0000,64.0000,62.0000,10.8000,3.0000,,,Liquid,Belt,Injection,
,,,,,7.4000,920.0000,1450.0000,,,,95.0000,62.5000,,3.7000,,,Liquid,Chain,,GAS GAS
,,5.0000,,53.2000,15.1400,,1022.0000,0.0940,,10000.0000,,,,3.2000,,,,Chain,,Generic
,,103.1000,,179.0000,12.4000,845.0000,1455.0000,0.5028,,10500.0000,98.0000,71.5000,10.5000,3.9000,,,Air,Chain,Injection,
,,2.6000,,115.0000,10.0000,,1370.0000,0.0121,,3000.0000,,,,3.0000,,,,,,
,,,,340.0000,22.7100,,,,,,,,9.2000,3.4000,,,Air,Belt,Injection,
125.0000,15.4000,,,133.0000,10.5000,870.0000,1405.0000,0.1159,,,,,,3.6000,2008.0000,Super motard,Air,Chain,Carburettor,
1573.3000,,123.4000,,303.8000,19.3000,688.0000,1621.0000,,,3125.0000,95.3000,111.3000,9.2000,3.9000,2008.0000,Custom / cruiser,Air,Belt,Injection,Harley-Davidson
49.4000,,,,42.0000,3.0000,600.0000,1005.0000,,,,40.0000,39.3000,,,,Trial,Liquid,Chain,Carburettor,GAS GAS
50.0000,,,48.3000,,,,,,,,,,,2.8000,,Scooter,Air,Shaft,Carburettor,
449.0000,,,,119.2000,9.2000,915.0000,1495.0000,,,,97.0000,60.8000,12.9000,3.3000,,Super motard,Liquid,,Injection,
,,12.0000,,120.0000,10.0000,,1410.0000,0.0917,,8000.0000,,,,3.5000,,,,,Carburettor,Generic
,,,,113.9000,9.0000,960.0000,1481.0000,,,,95.0000,72.0000,11.9000,3.5000,,,Liquid,Chain,Carburettor,KTM
,,,,,20.0000,,,,,,,,,,,,,Chain,Injection,Highland
1312.0000,,,,322.1000,18.1600,695.0000,1669.0000,,,,89.5000,104.3000,9.2000,3.5000,2008.0000,Custom / cruiser,Liquid,Shaft,Carburettor,
156.7000,,13.3000,,,,,,,,6000.0000,63.5000,49.5000,9.5000,3.5000,,Enduro / offroad,Air,Chain,Carburettor,
,,4.7000,,,5.6000,,1230.0000,,,6000.0000,40.0000,39.3000,,3.5000,,,Air,,Carburettor,Gilera
,,,,72.0000,8.0000,,,,,,,,10.0000,3.6000,,,Air,,Carburettor,
124.6000,7.5000,7.5000,,130.0000,6.0000,,1330.0000,0.0577,8500.0000,7500.0000,,,,3.2000,2008.0000,Scooter,,Belt,Carburettor,Generic
249.3000,,,,97.0000,9.5000,945.0000,1476.0000,,,,66.4000,72.0000,,3.8000,2008.0000,Enduro / offroad,Liquid,,,
1573.3000,,125.6000,,369.2000,22.7100,780.0000,,,,3500.0000,95.3000,111.3000,9.2000,,,Touring,Air,Belt,Injection,
,,,225.0000,192.0000,,790.0000,,0.4531,,,92.0000,80.0000,,3.6000,,,Air,Chain,Injection,
234.0000,,,,,9.8400,676.0000,1450.0000,,,,53.0000,53.0000,9.2000,3.5000,,Custom / cruiser,Air,Chain,Carburettor,
,,,,,,,,,,,,,,3.8000,,,Air,,Carburettor,
398.9000,24.0000,,,213.0000,14.0000,,,0.1127,,,,,,2.6000,2008.0000,Scooter,Liquid,,Injection,Peugeot
850.0000,88.5000,,,,,800.0000,1495.0000,,7500.0000,,92.0000,66.0000,9.8000,2.8000,2008.0000,Sport touring,Air,Shaft,Injection,
244.0000,,,,,12.0000,790.0000,1480.0000,,,,72.0000,60.0000,11.0000,3.6000,,Scooter,Liquid,,,
,,,,106.0000,5.8000,810.0000,,0.0366,,,,,,2.9000,,,Liquid,,Carburettor,
,,,,,2.6000,699.0000,1345.0000,,,,54.0000,54.0000,,,,,Air,Chain,Carburettor,
,,,,243.0000,13.0000,740.0000,1620.0000,,,,94.0000,98.0000,9.3000,3.4000,,,Oil & air,Shaft,Carburettor,Suzuki
100.0000,,,,,,,,,,,,,,2.9000,2008.0000,Scooter,Air,,,Piaggio
,,,,235.0000,16.5000,815.0000,1515.0000,,,,81.0000,65.0000,12.5000,3.7000,,,Liquid,Chain,Injection,
,,121.2000,,310.3000,15.1400,635.0000,1918.0000,0.3223,,4200.0000,,,8.2000,3.2000,,,,Belt,Carburettor,
,,,92.0000,126.0000,12.5000,,1260.0000,0.0809,,,56.0000,59.0000,,,,,Air,,Carburettor,
,,,,185.0000,19.0000,,1410.0000,0.7622,,,,,,3.6000,,,Oil & air,Chain,Injection,
,,,,64.9000,2.4900,740.0000,1080.0000,,,,52.3000,55.4000,,,,,Oil & air,Chain,Carburettor,
123.7000,,,,107.0000,,,1960.0000,,,,54.0000,54.0000,,,2008.0000,Enduro / offroad,Air,Chain,Carburettor,
1064.0000,72.4000,94.0000,,263.0000,19.0000,780.0000,1560.0000,0.2753,6400.0000,5000.0000,92.0000,80.0000,9.8000,3.7000,2008.0000,Classic,Air,Shaft,Injection,
,,9.0000,,129.7000,6.4300,780.0000,1384.0000,0.0725,,6000.0000,58.0000,57.8000,10.3000,3.7000,,,Liquid,Belt,Carburettor,
,,,285.8000,191.0000,21.0000,790.0000,1398.0000,0.7534,,,73.7000,43.2000,,,,,Liquid,,Injection,MV Agusta
,,1.6000,20.0000,32.0000,1.7000,,,0.0209,,3750.0000,,,,2.7000,,,,,Carburettor,
,,,,,18.9200,,,,,,,,10.1000,3.5000,,,,Belt,Carburettor,Saxon
,,94.0000,,251.0000,19.0000,780.0000,1560.0000,0.2885,,5000.0000,92.0000,80.0000,9.8000,3.7000,,,Air,Shaft,Injection,
149.0000,,,80.5000,,6.6200,838.0000,1524.0000,,,,,,,,2008.0000,Scooter,Air,Belt,Carburettor,Tank Sports
,,54.7000,,184.0000,,,1467.0000,0.2587,,3600.0000,80.0000,74.0000,9.6000,3.1000,,,Air,,,
149.0000,,,109.4000,94.8000,4.5400,737.0000,1397.0000,0.0932,,,,,,3.9000,,Scooter,Air,Belt,Carburettor,
233.0000,18.0000,15.0000,,152.9000,14.0000,648.0000,1450.0000,0.1178,,7000.0000,53.0000,53.0000,9.4000,3.0000,2008.0000,Custom / cruiser,Air,Belt,Carburettor,
124.9000,,,,,,,,,,,,,9.4000,3.3000,,Scooter,,Belt,Carburettor,PGO
492.7000,,,,213.0000,,784.0000,,,,,,,,3.2000,,Scooter,Liquid,,,
49.0000,,4.8000,,77.1000,6.0500,851.0000,1237.0000,0.0355,,5500.0000,40.0000,39.2000,7.2000,3.0000,,Scooter,Air,Belt,,
,,,,,,,,,,,,,,2.9000,,,Air,,,
,,,,159.0000,13.2000,805.0000,,0.1384,,,,,,3.5000,,,Liquid,,Injection,Peugeot
,,,109.4000,94.8000,3.3100,787.0000,1308.0000,0.0932,,,,,,3.0000,,,Air,Belt,Carburettor,
,,27.0000,,118.0000,17.0000,885.0000,1450.0000,0.2500,,7000.0000,73.0000,59.6000,10.4000,3.7000,,,Oil & air,Chain,Carburettor,
250.0000,,,,,14.3800,660.0000,1778.0000,,,,,,,2.8000,,Custom / cruiser,Air,Chain,Carburettor,
,,94.0000,,191.0000,14.5000,,1510.0000,0.5055,,6500.0000,100.0000,60.0000,11.5000,3.5000,,,Liquid,,Carburettor,
,,,,,,660.0000,,,,,,,,,,,Air,,,Rhino
49.0000,,,,,,,,,,,40.0000,39.2000,,2.8000,2008.0000,Scooter,,,Carburettor,PGO
,,,109.4000,99.8000,3.3100,787.0000,,0.0886,,,,,,2.7000,,,,Belt,Carburettor,Tank Sports
,,111.0000,301.7000,192.0000,21.0000,,,0.9063,,10000.0000,76.0000,55.0000,13.0000,3.2000,,,Liquid,Chain,Injection,MV Agusta
,,,20.0000,28.0000,14.0000,827.0000,,0.0118,,,,,,3.1000,,,Air,,Carburettor,
149.0000,8.8000,,109.4000,117.9000,7.5700,,1524.0000,0.0750,,,,,,3.4000,2008.0000,Scooter,Air,Belt,Carburettor,
400.0000,,,,180.0000,14.0000,827.0000,1565.0000,0.1490,,,,,,3.5000,,Scooter,Air,,Carburettor,Sachs
,,121.2000,,310.3000,15.1400,635.0000,1918.0000,0.3223,,4200.0000,,,8.2000,2.8000,,,,Belt,Carburettor,
,,,,,,,,,,,,,,2.7000,,,Air,,Carburettor,
149.0000,,,109.4000,99.8000,3.7800,762.0000,1295.0000,0.0886,,,,,,,,Scooter,Air,Belt,Carburettor,
,,,125.0000,,10.0000,,,,,,72.0000,60.0000,,3.7000,,,,,,Piaggio
,,11.7000,,161.0000,12.0000,790.0000,1490.0000,0.0925,,8500.0000,57.0000,48.6000,12.0000,3.4000,,,Liquid,,,Piaggio
249.0000,20.1000,22.0000,,123.0000,6.0000,785.0000,1405.0000,0.1635,7500.0000,6000.0000,72.0000,61.5000,9.2000,3.3000,2008.0000,Sport,Air,Chain,Carburettor,
199.0000,11.0000,,,95.3000,3.7800,838.0000,1346.0000,0.1155,,,,,,3.3000,2008.0000,Trial,Air,,Carburettor,Tank Sports
,,,,106.0000,8.0000,,,0.0462,,,,,,3.1000,,,Liquid,,Carburettor,
124.8000,,,,160.0000,13.2000,,,0.0938,,,,,,3.4000,,Scooter,Liquid,,Injection,
163.0000,,,,,,699.0000,1345.0000,,,,62.0000,54.0000,,3.7000,2008.0000,Trial,Air,Chain,Carburettor,Scorpa
,,,80.0000,,10.1000,,1200.0000,,,,,,,3.1000,,,Air,,Carburettor,
998.0000,183.0000,115.0000,300.0000,192.0000,21.0000,,,0.9531,12400.0000,10000.0000,76.0000,55.0000,13.1000,3.2000,2008.0000,Sport,Liquid,Chain,Injection,MV Agusta
492.7000,,,,202.0000,13.5000,805.0000,,,,,,,,2.8000,,Scooter,Liquid,,Injection,
,,,,185.0000,13.0000,950.0000,1570.0000,,,,100.0000,60.0000,11.5000,3.9000,,,Liquid,Chain,Carburettor,
124.0000,,,,,9.0000,790.0000,1365.0000,,,,67.0000,48.6000,,2.9000,,Scooter,Liquid,,Carburettor,Piaggio
1442.2000,,,,,,,,,,,,,9.0000,,2008.0000,Custom / cruiser,,Belt,Injection,
,,70.0000,,227.0000,17.2000,800.0000,1554.0000,0.3308,,7000.0000,92.0000,66.0000,9.8000,3.1000,,,Air,Shaft,,
,,,,,,,,,,,,,,3.6000,,,Air,,,
233.0000,18.8000,,110.0000,,,,,,8500.0000,,,,,,2008.0000,Custom / cruiser,Air,Belt,Carburettor,
,,,80.0000,100.0000,,,1200.0000,,,,,,,,,,Air,,Carburettor,
120.7000,,,,,3.0000,800.0000,1150.0000,,,,52.4000,56.0000,9.5000,,,Enduro / offroad,Air,,Carburettor,
,,109.0000,300.9000,190.0000,17.4100,,1408.0000,0.8739,,10200.0000,76.0000,55.0000,13.0000,3.1000,,,Liquid,Chain,Injection,
,,,,199.0000,13.5000,710.0000,1585.0000,,,,81.0000,77.6000,10.6000,3.8000,,,Liquid,Shaft,Injection,
,,,,106.0000,8.0000,820.0000,,,,,,,,3.2000,,,Air,,,
,,,,52.5000,3.0000,560.0000,935.0000,,,,48.0000,37.0000,9.5000,3.4000,,,Air,Chain,Carburettor,
,,,,,,,,,,,40.0000,39.2000,6.8000,2.9000,,,Air,,Carburettor,
123.7000,,,,107.0000,7.8000,800.0000,1960.0000,,,,,,,,,Super motard,Air,Chain,Carburettor,
1983.0000,,121.2000,,310.3000,15.1400,635.0000,2083.0000,0.3223,,4200.0000,,,8.2000,3.3000,,Custom / cruiser,,Belt,Carburettor,Pro-One
,,,,,21.0000,,1408.0000,,,,76.0000,55.0000,,,,,Liquid,,Injection,
1151.0000,,100.0000,,246.0000,23.0000,800.0000,1495.0000,0.3598,,5800.0000,95.0000,81.2000,9.8000,3.7000,,Touring,Air,Shaft,Injection,Moto Guzzi
,,15.0000,,,13.0000,,1300.0000,,,7000.0000,63.5000,62.2000,,3.1000,,,Air,Chain,Carburettor,
,,,,123.0000,7.5000,,,,,,,,,2.4000,,,Air,,Carburettor,Sym
1474.9000,,,,302.0000,14.0000,700.0000,1700.0000,,,,96.0000,101.0000,8.5000,3.1000,2008.0000,Custom / cruiser,Oil & air,Shaft,,
998.0000,171.7000,111.0000,301.0000,190.0000,21.0000,,1408.0000,0.9034,11900.0000,10000.0000,76.0000,55.0000,13.0000,3.4000,2008.0000,Sport,Liquid,,Injection,
199.0000,,14.5000,,122.9000,10.5900,787.0000,1405.0000,0.1253,,8500.0000,66.0000,58.2000,9.4000,2.9000,,Super motard,Air,,Carburettor,Qlink
998.0000,174.0000,111.0000,301.7000,193.0000,21.0000,,1408.0000,0.9016,11900.0000,10000.0000,76.0000,55.0000,13.0000,3.5000,2008.0000,Sport,Liquid,Chain,Injection,
124.1000,11.0000,9.0000,,110.0000,,,1400.0000,0.1000,8500.0000,7500.0000,56.5000,49.5000,,3.3000,2008.0000,Super motard,,,Carburettor,
1573.0000,,,,283.5000,17.0300,635.0000,1829.0000,,,,94.0000,119.4000,10.1000,3.3000,2008.0000,Custom / cruiser,,Belt,Carburettor,Saxon
,,65.0000,,246.0000,15.5000,700.0000,1655.0000,0.2110,,,83.0000,74.4000,9.4000,3.8000,,,Liquid,Shaft,Injection,
1573.0000,,,,297.1000,17.0300,635.0000,2070.0000,,,,94.0000,119.4000,10.1000,3.2000,,Custom / cruiser,,Belt,Carburettor,
,,,,,,,,,,,,,,3.5000,,,Air,,,
124.0000,,,,133.0000,6.0000,,1345.0000,,,,,,,,2008.0000,Scooter,Air,Belt,Carburettor,
,,,,87.0000,6.0000,775.0000,1330.0000,,,,40.0000,39.3000,10.3000,3.7000,,,Air,,,
877.0000,,66.0000,,231.0000,23.0000,780.0000,1495.0000,0.3077,,7000.0000,92.0000,66.0000,9.8000,3.5000,,Naked bike,Air,,,
,,,,121.0000,,825.0000,,0.1074,,,,,,3.9000,,,,Chain,,
,,37.0000,,190.0000,16.0000,770.0000,,0.2752,,9000.0000,,,12.2000,3.8000,,,Liquid,Chain,Injection,Suzuki
,,,,,,,,,,,,,9.0000,,,,,Belt,Injection,Red Wing
250.0000,17.0000,,,190.5000,,,1778.0000,0.0892,8000.0000,,,,10.0000,,2008.0000,Custom / cruiser,Air,Chain,Carburettor,Rhino
819.4000,,,,201.0000,12.0000,700.0000,1560.0000,,,,83.0000,74.4000,10.0000,3.6000,,Custom / cruiser,Liquid,Shaft,Carburettor,
49.9000,,,,106.0000,,820.0000,,,,,,,,3.7000,,Scooter,Liquid,,,Peugeot
,,,,134.0000,10.0000,890.0000,1460.0000,,,,90.0000,62.6000,11.3000,3.6000,,,Liquid,Chain,Carburettor,Suzuki
,,,,,,,,,,,,,,3.1000,,,Air,,,
,,,,160.0000,13.5000,784.0000,,,,,,,,,,,Liquid,,Injection,
49.9000,,,,70.0000,5.8000,,,,,,,,,3.1000,2008.0000,Scooter,Air,,Carburettor,
,,,,,,,,,,,,,,,,,Air,Belt,Carburettor,PGO
819.4000,,,,246.0000,15.5000,700.0000,1655.0000,,,,83.0000,74.4000,9.4000,3.4000,2008.0000,Custom / cruiser,Liquid,Shaft,Injection,
124.1000,,9.0000,92.0000,130.0000,16.5000,,1280.0000,0.0784,,7500.0000,56.5000,49.5000,,3.3000,,Allround,Air,Chain,,Sym
,,,160.0000,,,,1490.0000,,,,72.0000,60.0000,,3.0000,,,Liquid,Belt,Carburettor,Piaggio
,,,,113.4000,1.8900,787.0000,1092.0000,,,,,,,,,,Air,,Carburettor,
147.0000,,9.6000,,110.9000,6.5100,820.0000,1389.0000,0.0848,,6000.0000,58.0000,57.8000,9.2000,3.2000,,Scooter,Air,Belt,Carburettor,
149.4000,,,90.0000,135.0000,10.1000,,1450.0000,,,,,,,3.1000,,Custom / cruiser,Air,Shaft,Carburettor,Senke
149.0000,,,109.4000,79.8000,3.7800,686.0000,1214.0000,0.1107,,,,,,,,Scooter,Air,,,Tank Sports
,,115.0000,300.0000,193.0000,21.0000,810.0000,1408.0000,0.9482,,10000.0000,76.0000,55.0000,,3.5000,,,Liquid,,Injection,
399.0000,,33.0000,,240.0000,17.0000,700.0000,1655.0000,0.1341,,6000.0000,65.0000,62.5000,10.5000,3.6000,,Custom / cruiser,Liquid,,Carburettor,Suzuki
49.0000,,,,,,,,,,,,,,3.6000,,Scooter,Air,,,
,,17.6000,,163.7000,15.8900,711.0000,1481.0000,0.1100,,5500.0000,72.0000,60.0000,10.0000,3.3000,,,Liquid,Belt,Carburettor,Qlink
49.1000,,,,90.0000,,810.0000,,,,,,,,3.5000,2008.0000,Scooter,,,Carburettor,
49.0000,,,85.0000,85.0000,7.3000,,,0.0709,,,,,,3.0000,,Super motard,Air,Chain,Carburettor,
,,21.0000,,115.0000,6.0000,,1360.0000,0.1690,,9500.0000,65.5000,66.2000,,2.3000,,,Air,,Carburettor,
,,,48.3000,74.8000,3.7800,762.0000,1168.0000,0.0267,,,,,,3.1000,,,Air,,Carburettor,Tank Sports
,,,,69.5000,2.9000,625.0000,1322.0000,,,,76.0000,60.0000,,,,,,Chain,Carburettor,
65.0000,,,,57.0000,3.0000,780.0000,1145.0000,,,,45.0000,40.8000,14.2000,3.6000,2008.0000,"Minibike, cross",Liquid,Chain,Carburettor,
,,,,,,,,,,,,,,3.0000,,,Liquid,,,Piaggio
399.0000,,37.6000,,190.0000,13.2000,,,0.1764,,5500.0000,,,,3.2000,,Scooter,Liquid,,,
,,,,133.0000,6.0000,,1345.0000,,,,57.4000,57.8000,,3.3000,,,,Belt,Carburettor,
,,,,225.0000,19.0000,785.0000,1485.0000,,,,79.0000,64.0000,10.5000,3.9000,,,Liquid,Chain,Injection,
,,,,247.0000,19.0000,710.0000,1755.0000,,,,112.0000,90.5000,10.5000,4.1000,,,Liquid,Shaft,Injection,
1078.3000,,124.0000,300.0000,192.0000,21.0000,810.0000,1408.0000,0.9896,,8200.0000,79.0000,55.0000,13.1000,3.7000,,Sport,Liquid,Chain,Injection,
,,,,69.5000,2.9000,625.0000,1322.0000,,,,72.8000,69.0000,,,,,,,Carburettor,Sherco
249.0000,,,,,7.0000,850.0000,1404.0000,,,,77.0000,53.6000,,3.5000,,Enduro / offroad,Liquid,Chain,Carburettor,
,,,,95.0000,7.2000,,,0.0358,,,,,,3.8000,,,Liquid,,Carburettor,
399.0000,,36.0000,,198.0000,12.0000,790.0000,1540.0000,0.1667,,5500.0000,85.8000,69.0000,10.5000,3.5000,,Scooter,Liquid,,,
,,,48.3000,79.8000,,737.0000,1194.0000,0.0251,,,,,,2.1000,,,Air,,Carburettor,
,,,,283.5000,17.0300,635.0000,1829.0000,,,,94.0000,119.4000,10.1000,2.5000,,,,Belt,Carburettor,
,,,,147.0000,13.0000,885.0000,1490.0000,,,,100.0000,82.0000,9.5000,3.9000,,,Oil & air,Chain,Carburettor,
,,,,319.0000,19.5000,705.0000,1710.0000,,,,112.0000,90.5000,10.5000,3.7000,,,Liquid,Shaft,Injection,
982.3000,,,,185.0000,19.0000,,1410.0000,0.7622,,,79.0000,50.1000,,,,Naked bike,Oil & air,Chain,Injection,
125.0000,,,,105.0000,,835.0000,,,,,,,,3.0000,2008.0000,Scooter,Air,Shaft,Carburettor,Sachs
