displacement_ccm,power_hp,torque_nm,top_speed_kmh,dry_weight_kg,fuel_capacity_l,seat_height_mm,wheelbase_mm,power_weight_ratio,power_rpm,torque_rpm,bore_mm,stroke_mm,compression_ratio,rating,year,category,cooling,transmission,fuel_system,brand
124.9000,,11.0000,,,6.0000,761.0000,1200.0000,,,6000.0000,50.0000,63.1000,10.0000,3.4000,,Sport,Air,Chain,Injection,
203.0000,7.9000,8.5000,45.0000,125.0000,12.0000,780.0000,1277.0000,0.0632,,4500.0000,52.0000,45.0000,5.8000,,2021.0000,ATV,Liquid,,Carburettor,Baltmotors
499.6000,,45.0000,,213.0000,20.0000,800.0000,1525.0000,0.2235,,5000.0000,69.0000,66.8000,11.5000,,,Allround,Liquid,Chain,Injection,
49.5000,,2.8000,45.0000,91.0000,5.0000,,1340.0000,0.0310,,6500.0000,39.0000,41.4000,10.2000,,,Scooter,,Belt,Carburettor,Znen
,,11.6000,90.0000,,6.0000,780.0000,1365.0000,,,6000.0000,58.0000,60.6000,8.8000,,,,Air,Belt,Injection,
125.0000,,,,,20.0000,,1440.0000,,,,,,,,,Allround,Air,,,
,,,80.5000,99.8000,,762.0000,,,,,,,,,,,Air,Belt,,Genuine Scooter
,,,,85.0000,6.5000,894.0000,1418.0000,,,,40.3000,39.0000,12.0000,3.6000,,,Liquid,Chain,Carburettor,Beta
,,,88.5000,,,,,,,,,,,,,,,Belt,,
689.0000,,53.0000,90.0000,,17.0000,,1365.0000,,,5000.0000,102.0000,84.0000,9.2000,,,ATV,Liquid,,,
1262.0000,,129.0000,,220.0000,17.0000,780.0000,1600.0000,0.7364,,7500.0000,106.0000,71.5000,13.0000,,,Allround,Liquid,Chain,Injection,
,,9.9000,,,6.0000,780.0000,1365.0000,,,6250.0000,52.0000,58.6000,9.2000,,,,Air,Belt,Injection,
999.6000,201.0000,115.0000,,180.0000,18.5000,840.0000,1420.0000,1.1167,13000.0000,10500.0000,78.0000,52.3000,13.6000,3.9000,2021.0000,Sport,Liquid,Chain,Injection,Aprilia
,,170.0000,,,21.0100,744.0000,1694.0000,,,4500.0000,73.0000,73.0000,10.5000,3.9000,,,Liquid,Shaft,Injection,
249.0000,,,,99.0000,8.5000,910.0000,1467.0000,,,,66.4000,72.0000,13.5000,,2021.0000,Enduro / offroad,Liquid,Chain,Carburettor,
,,39.3000,104.6000,68.0000,,762.0000,,0.0296,,,,,,,,,Air,,,
,,33.9000,,,17.0000,,1480.0000,,,5750.0000,,,,,,,Liquid,Shaft,Injection,Goes
,,,100.0000,,,812.0000,1350.0000,,,,,,,,,,,Chain,Carburettor,
500.0000,47.6000,45.0000,,217.0000,21.0000,750.0000,1600.0000,0.2194,8500.0000,5000.0000,69.0000,66.8000,11.5000,,2021.0000,Allround,Liquid,Chain,Injection,Benelli
413.0000,,,,,7.3000,965.0000,1481.0000,,,,92.0000,62.1000,13.5000,,2021.0000,Enduro / offroad,Liquid,Chain,Injection,
,,,,,20.1000,,1473.0000,,,,102.0000,85.0000,,,,,Liquid,Belt,Injection,Arctic Cat
,,66.2000,,193.0000,13.5000,840.0000,1505.0000,0.3782,,5750.0000,88.0000,66.0000,11.0000,,,,Air,Chain,Injection,
,,8.7000,,,4.8000,,1238.0000,,,5500.0000,,,9.5000,,,,Air,Shaft,Carburettor,Hero
124.8000,,,,94.0000,9.5000,930.0000,1477.0000,,,,54.0000,54.5000,15.0000,,2021.0000,Enduro / offroad,Liquid,Chain,Carburettor,
160.3000,,13.7000,,,13.0000,737.0000,1490.0000,,,7000.0000,,,,,,Custom / cruiser,Air,,Injection,
1868.0000,,160.0000,,359.3000,22.7000,663.0000,1625.0000,0.2784,,3250.0000,102.0000,114.3000,10.5000,3.6000,,Touring,Oil & air,Belt,Injection,
125.0000,,11.8000,,,8.0000,764.0000,1315.0000,,,6500.0000,53.5000,55.5000,10.5000,3.5000,,Scooter,Liquid,Belt,Injection,
,,,,69.4000,2.4000,630.0000,1320.0000,,,,76.0000,60.0000,,,,,Liquid,Chain,Injection,GAS GAS
600.0000,62.0000,66.0000,,142.0000,14.0000,825.0000,1455.0000,0.4366,,5500.0000,100.0000,76.5000,12.0000,,2021.0000,Naked bike,Liquid,Chain,Injection,
124.9000,,,,,3.7900,785.0000,1255.0000,,,,52.4000,57.9000,9.0000,,,Enduro / offroad,Air,Chain,Injection,
160.0000,,11.6000,90.0000,,6.0000,780.0000,1365.0000,,,6000.0000,58.0000,60.6000,8.8000,,,Scooter,Air,Belt,Injection,
,,86.0000,201.2000,216.0000,15.0000,815.0000,1593.0000,0.4167,,6250.0000,84.0000,77.0000,12.7000,4.0000,,,Liquid,Chain,Injection,
,,,,108.0000,7.3000,925.0000,1410.0000,,,,52.0000,58.6000,11.2000,3.2000,,,Air,Chain,Carburettor,
,,8.3000,90.0000,,10.5000,,1235.0000,,,5500.0000,47.0000,58.8000,,,,,Air,Chain,Injection,
,,,,126.1000,8.7100,909.0000,1499.0000,0.3489,,,92.0000,62.1000,11.0000,,,,Liquid,Chain,Injection,
229.0000,,,,,9.0800,792.0000,1130.0000,,,,68.5000,62.2000,,,2021.0000,ATV,Air,Shaft,Carburettor,
,,67.0000,235.0000,169.0000,15.0000,820.0000,1370.0000,0.2778,,8500.0000,81.0000,63.9000,13.5000,3.6000,,,Liquid,Chain,Injection,
247.7000,,,,69.4000,2.4000,650.0000,1320.0000,,,,72.5000,60.0000,,,,Trial,Liquid,Chain,Injection,
,,116.6000,154.5000,,,762.0000,1491.0000,,,,,,,,,,Air,,,
124.0000,14.8000,10.5000,,,9.5000,850.0000,1370.0000,,9750.0000,9750.0000,58.0000,47.0000,12.0000,3.1000,2021.0000,Allround,Liquid,Chain,Injection,FB Mondial
,,,,94.0000,9.5000,930.0000,1477.0000,,,,54.0000,54.5000,15.0000,,,,Liquid,Chain,Carburettor,
,,160.0000,,296.0000,13.6000,704.0000,1615.0000,0.3176,,3500.0000,102.0000,114.0000,10.5000,3.6000,,,Air,Belt,Injection,
600.0000,,55.0000,,142.0000,14.0000,825.0000,1425.0000,0.4366,,5500.0000,100.0000,76.5000,12.0000,,,Naked bike,Liquid,Chain,Injection,
,,18.7000,135.0000,,13.0000,,1345.0000,,,9750.0000,,,,,,,Liquid,Chain,Carburettor,
,,,,,7.0000,880.0000,1365.0000,,,,39.9000,40.0000,11.5000,,,,Liquid,Chain,Carburettor,
,,,,,2.8000,660.0000,1305.0000,,,,72.5000,60.5000,,,,,Liquid,Chain,Carburettor,Beta
249.3000,,,,106.2000,8.5000,950.0000,1480.0000,,,,66.4000,72.0000,,3.3000,,Enduro / offroad,Liquid,Chain,Injection,
229.0000,,,,130.0000,15.0000,790.0000,1410.0000,0.1300,,,55.0000,53.0000,9.3000,,,Classic,Oil & air,Chain,,
196.0000,13.4000,14.0000,,132.0000,12.0000,790.0000,1356.0000,0.1016,8000.0000,6000.0000,63.5000,62.2000,9.0000,,2021.0000,Allround,Air,Chain,Carburettor,
,,13.3000,,,15.0000,,1320.0000,,,6500.0000,,,,,,,Air,,,
,,83.0000,190.0000,,15.0000,815.0000,1559.0000,,,6500.0000,84.0000,77.0000,12.7000,,,,Liquid,Chain,Injection,BMW
,,9.0000,90.0000,115.0000,15.0000,,1350.0000,0.1050,,7500.0000,,,,,,,,,,
1833.0000,,167.0000,,,21.0100,744.0000,1694.0000,,,4000.0000,73.0000,73.0000,10.5000,3.7000,,Touring,Liquid,Shaft,Injection,
1868.0000,100.0000,165.4000,,399.2000,22.7100,699.0000,1625.0000,0.2505,5000.0000,3000.0000,102.0000,114.0000,10.5000,3.6000,2021.0000,Touring,Liquid,Belt,Injection,Harley-Davidson
433.0000,,,,289.0000,16.0000,,1220.0000,,,,89.0000,71.2000,,3.4000,2021.0000,ATV,Liquid,Belt,Injection,
,,,175.0000,,11.1700,691.0000,1491.0000,,,,76.0000,63.0000,10.7000,,,,Liquid,Chain,Injection,
196.0000,6.5000,,38.6000,69.0000,3.1000,610.0000,927.0000,0.0943,,,68.0000,54.0000,,,2021.0000,Allround,Air,Chain,Carburettor,
49.6000,,,48.3000,93.0000,,762.0000,,,,,,,,,2021.0000,Scooter,Air,Shaft,Carburettor,Genuine Scooter
998.0000,,,,238.1000,17.0000,840.0000,,0.9573,,,76.0000,55.0000,8.5000,3.7000,,Sport,Liquid,Chain,Injection,Bimota
90.0000,,,24.1000,117.9000,5.7000,,975.0000,,,,47.0000,51.8000,,,,ATV,Air,Belt,Carburettor,Arctic Cat
178.6000,,14.5000,,,15.0000,,1350.0000,,,6500.0000,,,,,,Sport,Air,Chain,,Bajaj
449.9000,,,,100.0000,8.5000,950.0000,1490.0000,,,,95.0000,64.3000,,,2021.0000,Enduro / offroad,Liquid,Chain,Injection,
,,165.4000,,406.9000,22.7100,691.0000,1625.0000,0.2187,,3000.0000,102.0000,114.3000,10.5000,3.7000,,,Oil & air,Belt,Injection,
225.0000,15.4000,,,148.0000,16.0000,,1371.0000,0.1042,,,,,,,2021.0000,Sport,Air,Belt,,
1746.0000,86.0000,149.2000,,291.0000,18.9000,648.0000,1630.0000,0.2955,5020.0000,3000.0000,100.0000,111.1000,10.0000,3.8000,2021.0000,Custom / cruiser,Air,Belt,Injection,
,,164.1000,,545.7000,22.7100,735.0000,1670.0000,0.1833,,3250.0000,102.0000,114.3000,10.5000,3.7000,,,Air,Belt,Injection,
,,,,67.0000,2.8000,660.0000,1305.0000,,,,79.0000,60.5000,10.5000,,,,Liquid,Chain,Carburettor,
286.0000,27.0000,26.6000,,,7.8000,880.0000,1455.0000,,8500.0000,6500.0000,76.0000,63.0000,10.7000,3.4000,2021.0000,Cross / motocross,Liquid,Chain,Injection,
49.7000,,,48.3000,89.8000,,794.0000,,,,,,,,,,Scooter,Air,Belt,Carburettor,
,,14.1000,,,4.2000,866.0000,1285.0000,,,11000.0000,66.0000,43.7000,11.7000,,,,Liquid,Chain,Carburettor,
72.0000,,,,82.0000,8.5000,,,,,,47.0000,41.4000,9.3000,3.6000,2021.0000,Allround,Air,Chain,Carburettor,Atlas Honda
102.0000,7.8000,8.3000,90.0000,,11.0000,807.0000,1255.0000,,7500.0000,5500.0000,47.0000,58.8000,,,2021.0000,Allround,Air,Chain,Injection,Bajaj
,,170.0000,,,21.1000,745.0000,1695.0000,,,4500.0000,73.0000,73.0000,10.5000,3.4000,,,Liquid,Shaft,Injection,
,,,,103.5000,9.5000,930.0000,1482.0000,,,,66.4000,72.0000,13.2000,,,,Liquid,Chain,Carburettor,
124.0000,,8.9000,90.0000,102.0000,10.3000,,1232.0000,0.0986,,7500.0000,,,,,,Naked bike,,,,
250.0000,18.1000,,,,20.0000,,1520.0000,,,,,,,,2021.0000,Allround,Air,,,
449.7000,,48.0000,170.0000,,6.2800,965.0000,1481.0000,,,7000.0000,96.0000,62.1000,13.5000,,,Cross / motocross,Liquid,Chain,Injection,
,,26.0000,128.8000,,,,,,,,,,,2.9000,,Scooter,,,,
,,,249.5000,199.6000,,813.0000,1397.0000,0.7516,,,,,,,,,Liquid,Chain,,
1099.0000,217.0000,122.0000,,177.0000,18.5000,840.0000,1439.0000,1.2260,13200.0000,11000.0000,85.0000,52.3000,13.6000,4.3000,2021.0000,Sport,Liquid,Chain,Injection,Aprilia
,,14.1000,,,4.2000,833.0000,1260.0000,,,11000.0000,66.0000,43.7000,11.7000,,,,Liquid,Chain,Carburettor,
,,29.0000,,344.0000,17.0000,955.0000,1280.0000,0.0780,,6250.0000,,,,,,,Liquid,Shaft,Injection,
125.0000,11.4000,,104.6000,,,,,,9000.0000,,,,,,2021.0000,Sport,,Chain,Carburettor,
50.0000,,,,,7.0000,860.0000,1365.0000,,,,39.9000,40.0000,11.5000,,2021.0000,Super motard,Liquid,Chain,Carburettor,
545.0000,,,,317.0000,21.6000,,1320.0000,,,,,,,,2021.0000,ATV,Liquid,Belt,Injection,
,,,,315.3000,14.3800,965.0000,1295.0000,0.0825,,,80.0000,70.1000,9.8000,,,,Liquid,Shaft,Injection,
,,217.0000,257.5000,,16.2500,749.0000,1588.0000,,,2000.0000,,,,,,,Oil & air,Chain,Injection,
,,41.3000,,,7.6100,963.0000,1491.0000,,,7000.0000,96.0000,62.1000,12.0000,,,,Liquid,Chain,Injection,Honda
149.0000,12.1000,9.0000,90.0000,110.0000,12.5000,,1270.0000,0.1097,9000.0000,7500.0000,,,,,2021.0000,Sport,,Chain,Carburettor,
,,,,,2.5000,678.0000,1230.0000,,,,48.0000,44.0000,14.7000,,,,Liquid,Chain,Carburettor,
124.7000,,,,108.0000,7.3000,886.0000,1439.0000,,,,52.0000,58.6000,11.2000,3.7000,,Super motard,Liquid,Chain,Carburettor,
,,,28.0000,50.0000,,700.0000,950.0000,0.0214,,,,,,,,,Air,Chain,,Clipic
64.9000,,,,53.0000,3.5000,750.0000,1137.0000,,,,45.0000,46.7000,,,2021.0000,"Minibike, cross",Liquid,Chain,Carburettor,
49.0000,,,,,4.5400,719.0000,1181.0000,,,,,,,,2021.0000,Scooter,Liquid,Belt,Injection,Honda
1746.0000,,150.0000,,354.3000,22.7100,663.0000,1625.0000,0.2541,,3250.0000,100.0000,111.0000,10.0000,3.5000,,Touring,Oil & air,Belt,Injection,
177.3000,,,,156.0000,9.4600,737.0000,1499.0000,0.0577,,,62.5000,57.8000,10.0000,,,Sport,Air,Chain,Carburettor,Bennche
,,160.0000,,371.0000,22.7100,695.0000,1625.0000,0.2695,,3250.0000,102.0000,114.3000,10.5000,3.5000,,,Oil & air,Belt,Injection,Harley-Davidson
,,164.1000,,244.0000,18.9300,706.0000,1727.0000,0.4917,,,104.8000,117.5000,10.8000,,,,,Chain,Injection,Arch
,,122.0000,,177.0000,18.5000,840.0000,1439.0000,1.2260,,11000.0000,85.0000,52.3000,13.6000,4.1000,,,Liquid,Chain,Injection,
,,13.5000,,132.0000,9.0000,830.0000,1356.0000,0.0986,,6500.0000,63.5000,62.2000,9.2000,,,,Air,Chain,Carburettor,Gymotor
,,,,41.5000,2.3000,665.0000,,,,,40.0000,39.5000,,,,,Liquid,Chain,Carburettor,
,,,,97.0000,9.5000,930.0000,1477.0000,,,,62.0000,63.0000,13.5000,,,,Liquid,,Carburettor,Beta
,,,,,5.6800,777.0000,1156.0000,,,,52.4000,57.9000,9.3000,,,,Air,Chain,Injection,
50.0000,,,,,7.0000,880.0000,1395.0000,,,,39.9000,40.0000,11.5000,3.5000,2021.0000,Enduro / offroad,Liquid,Chain,Carburettor,
,,,,,15.0000,,,,,,,,,2.7000,,,Air,Chain,Carburettor,CSC Motorcycles
,,58.0000,,139.0000,14.0000,820.0000,1480.0000,0.3957,,5500.0000,100.0000,76.5000,12.0000,,,,Liquid,Chain,Injection,CCM
,,8.1000,,,9.8000,785.0000,1230.0000,,,6000.0000,50.0000,49.5000,,,,,Air,Chain,Injection,Hero
79.6000,,,,,2.5000,620.0000,1210.0000,,,,48.0000,40.8000,14.7000,,2021.0000,Trial,Liquid,Chain,Carburettor,
,,10.5000,,,6.0000,761.0000,1200.0000,,,5500.0000,52.4000,57.9000,10.0000,,,,Air,Chain,Injection,
149.5000,13.8000,13.3000,,,15.0000,,1320.0000,,8500.0000,6500.0000,,,,,2021.0000,Sport,Air,,,
,,,,40.5000,2.8000,680.0000,1038.0000,,,,39.0000,41.7000,,,,,Liquid,Chain,Carburettor,
124.7000,14.8000,11.8000,,112.0000,7.5000,880.0000,1435.0000,0.1317,9750.0000,6750.0000,52.0000,58.7000,8.8000,,2021.0000,Super motard,Liquid,Chain,Carburettor,
,,150.5000,,360.2000,22.7100,668.0000,1625.0000,0.2471,,3250.0000,100.0000,111.1000,10.0000,3.9000,,,Air,Belt,Injection,
249.0000,,,,,6.0600,960.0000,1481.0000,,,,79.0000,50.9000,13.9000,,2021.0000,Cross / motocross,Liquid,Chain,Injection,Honda
,,3.3000,,,7.0000,775.0000,1290.0000,,,6250.0000,39.0000,41.3000,12.1000,3.3000,,,,Belt,Injection,
,,,,98.0000,8.5000,910.0000,1467.0000,,,,72.0000,72.0000,11.5000,3.4000,,,Liquid,Chain,Carburettor,Beta
,,99.0000,,247.0000,7.9000,665.0000,1495.0000,0.2632,,3500.0000,88.9000,96.8000,10.0000,,,,Air,Belt,Injection,
,,,,199.6000,,813.0000,1397.0000,1.0021,,,,,,,,Prototype / concept model,Liquid,Chain,,
,,45.0000,,186.0000,13.5000,785.0000,1443.0000,0.2559,,5000.0000,69.0000,66.8000,11.5000,,,,Liquid,Chain,Injection,Benelli
,,,,100.0000,8.5000,950.0000,1490.0000,,,,88.0000,57.5000,,,,,Liquid,Chain,Injection,
,,167.0000,,,21.0100,744.0000,1694.0000,,,4000.0000,73.0000,73.0000,10.5000,3.9000,,,Liquid,Shaft,Injection,
999.0000,248.1000,,355.0000,160.0000,22.0000,830.0000,1435.0000,1.5506,8000.0000,,81.0000,48.5000,13.0000,,2021.0000,Sport,Liquid,Chain,Injection,
,,11.5000,95.0000,102.0000,9.0000,,1215.0000,0.1052,,6500.0000,,,9.4000,,,,Air,Chain,Carburettor,Baotian
,,18.5000,,,12.0000,,1363.0000,,,8000.0000,,,,,,,Liquid,Chain,,Bajaj
,,,,103.5000,9.5000,930.0000,1482.0000,,,,72.0000,72.0000,11.9000,3.4000,,,Liquid,Chain,Carburettor,Beta
,,,,135.0000,8.7000,910.0000,1500.0000,0.3111,,,96.0000,62.1000,11.0000,,,,Liquid,Chain,Injection,
,,,,,7.0000,880.0000,1365.0000,,,,39.9000,40.0000,11.5000,3.6000,,,Liquid,Chain,Carburettor,
,,,,68.0000,5.2000,875.0000,1137.0000,,,,47.0000,49.0000,,,,,Liquid,Chain,Carburettor,GAS GAS
50.0000,,,,,7.0000,860.0000,1365.0000,,,,39.9000,40.0000,11.5000,,,Enduro / offroad,Liquid,Chain,Carburettor,
294.1000,,,,69.4000,2.4000,630.0000,1320.0000,,,,79.0000,60.0000,,,2021.0000,Trial,Liquid,Chain,Injection,
,,9.9000,,,9.5000,799.0000,1270.0000,,,5500.0000,50.0000,57.8000,10.0000,,,,Air,Chain,Injection,
,,61.0000,120.0000,230.0000,,855.0000,1675.0000,0.1826,,4900.0000,,,,,,Prototype / concept model,Liquid,Belt,,
,,8.5000,65.0000,144.0000,5.6000,,1100.0000,0.0549,,4500.0000,52.0000,45.0000,5.8000,,,,Liquid,,,
,,69.0000,,,14.1000,800.0000,1534.0000,,,4750.0000,77.0000,80.0000,10.7000,3.8000,,,Liquid,Chain,Injection,Honda
,,,,340.0000,21.6000,,1320.0000,,,,,,,,,,Liquid,Belt,Injection,
124.8000,,,,87.5000,7.0000,950.0000,1475.0000,0.4571,,,54.0000,54.5000,,3.4000,,Cross / motocross,,Chain,Carburettor,
,,,,99.0000,7.0000,860.0000,1365.0000,,,,39.9000,40.0000,11.5000,,,,Liquid,Chain,Carburettor,Derbi
49.7000,,,,83.5000,6.5000,935.0000,1428.0000,,,,40.3000,39.0000,12.1000,,2021.0000,Enduro / offroad,Liquid,Chain,Carburettor,Beta
271.0000,,23.0000,,180.0000,15.0000,840.0000,,,,5500.0000,,,,,2021.0000,ATV,Air,Shaft,,Goes
,,169.5000,,411.0000,22.7100,704.0000,1625.0000,0.2555,,3500.0000,103.5000,114.3000,10.2000,,,,Oil & air,Belt,Injection,Harley-Davidson
,,160.0000,257.5000,,20.8200,749.0000,1588.0000,,,2000.0000,,,,,,,Air,Belt,,Confederate
,,,,,2.8000,660.0000,1305.0000,,,,54.0000,54.5000,15.9000,,,,Liquid,Chain,Carburettor,
,,18.6000,,160.0000,15.0000,,1350.0000,0.1258,,7000.0000,,,,3.5000,,,Oil & air,,,
,,73.0000,,247.0000,12.5000,653.0000,1515.0000,0.2065,,3750.0000,76.2000,96.8000,9.0000,,,,Air,Belt,Injection,Harley-Davidson
300.0000,,,130.0000,139.0000,,,1440.0000,,,,75.0000,67.0000,,,2021.0000,Scooter,Liquid,,,
249.0000,,,,,6.0600,884.0000,1420.0000,,,,71.0000,63.0000,9.6000,,2021.0000,Cross / motocross,Air,Chain,Injection,
600.0000,,50.0000,,145.0000,14.0000,830.0000,1455.0000,0.3793,,5500.0000,100.0000,76.5000,12.0000,3.7000,,Naked bike,Liquid,Chain,Injection,
1237.0000,,131.0000,265.0000,,12.0000,745.0000,1541.0000,,,8750.0000,81.0000,60.0000,,,,Sport,Liquid,Chain,Injection,
248.8000,26.6000,31.9000,,,13.0000,800.0000,1453.0000,,8500.0000,6500.0000,,,,4.0000,2021.0000,Naked bike,Liquid,,Injection,Bajaj
,,22.5000,,,9.5000,850.0000,1360.0000,,,6500.0000,77.0000,53.6000,11.5000,,,,Liquid,Chain,Injection,FB Mondial
1077.0000,175.0000,121.0000,,185.0000,18.5000,825.0000,1450.0000,0.9459,11000.0000,9000.0000,81.0000,52.3000,13.6000,,2021.0000,Naked bike,Liquid,Chain,Injection,
,,,,106.2000,8.5000,950.0000,1480.0000,,,,72.0000,72.0000,,3.3000,,,Liquid,Chain,Injection,GAS GAS
113.0000,9.0000,9.9000,,,10.0000,799.0000,1270.0000,,7500.0000,5000.0000,50.0000,57.8000,9.7000,,2021.0000,Sport,Air,Chain,Carburettor,
125.0000,11.1000,10.0000,,116.0000,7.2000,780.0000,1215.0000,0.0957,9500.0000,7000.0000,54.0000,54.5000,9.8000,,2021.0000,"Minibike, sport",Air,Chain,Injection,
150.0000,,8.8000,,,5.3000,737.0000,,,,6000.0000,,,9.5000,3.7000,,Scooter,Air,Belt,Carburettor,Bintelli
,,,,103.5000,9.5000,930.0000,1482.0000,,,,72.0000,72.0000,11.9000,,,,Liquid,,Carburettor,
1746.0000,,146.5000,,304.0000,18.9300,653.0000,1625.0000,0.2829,,2750.0000,100.0000,111.1000,10.0000,3.8000,,Custom / cruiser,Air,Belt,Injection,
124.5000,9.8000,9.7000,,,6.0000,780.0000,1365.0000,,7700.0000,6000.0000,52.0000,58.6000,9.2000,,2021.0000,Scooter,Air,Belt,Injection,Aprilia
,,96.0000,,,14.5000,870.0000,1498.0000,,,7250.0000,94.0000,67.5000,13.3000,,,,Liquid,Chain,Injection,
,,,,106.2000,8.5000,950.0000,1476.0000,,,,72.0000,72.0000,,,,,Liquid,,Carburettor,
,,161.4000,,294.8000,18.9000,673.0000,1615.0000,,,3000.0000,102.0000,114.3000,10.5000,3.3000,,,Air,Belt,Injection,Harley-Davidson
168.9000,,,88.5000,110.2000,,762.0000,,,,,,,,,2021.0000,Scooter,Air,Belt,Injection,
,,48.0000,,360.0000,19.0000,,1330.0000,0.1192,,5500.0000,,,,,,,Liquid,Belt,Injection,
754.0000,,67.0000,,,14.5000,810.0000,1460.0000,,,6500.0000,88.0000,62.0000,11.5000,3.7000,,Naked bike,Liquid,Chain,Injection,
,,48.0000,170.0000,,6.4300,965.0000,1481.0000,,,7000.0000,96.0000,62.1000,13.5000,3.7000,,,Liquid,Chain,Injection,Honda
,,170.9000,,376.9000,22.7100,663.0000,1625.0000,0.2786,,3750.0000,103.5000,114.3000,10.2000,3.9000,,,Oil & air,Belt,Injection,
,,11.4000,95.0000,102.0000,9.0000,,1215.0000,0.1130,,7000.0000,,,9.4000,,,,Air,Chain,Carburettor,
249.2000,,22.0000,128.0000,151.0000,12.5000,795.0000,1360.0000,0.1732,,7500.0000,72.0000,61.2000,11.3000,,,Naked bike,Liquid,Belt,Injection,
,,67.0000,235.0000,169.0000,15.0000,820.0000,1370.0000,0.5917,,8500.0000,81.0000,63.9000,,3.7000,,,Liquid,Chain,Injection,
,,,75.0000,98.0000,,762.0000,1250.0000,0.0438,,,,,,,,,Air,Belt,,
,,,,85.0000,6.5000,885.0000,1410.0000,,,,40.3000,39.0000,12.0000,,,,Liquid,Chain,Carburettor,
,,,,67.0000,2.4000,630.0000,1320.0000,,,,54.0000,54.5000,,,,,Liquid,Chain,Injection,
,,,,85.0000,6.5000,928.0000,1428.0000,,,,40.3000,39.0000,12.1000,,,,Liquid,Chain,Carburettor,
,,100.0000,45.0000,,,760.0000,1245.0000,,,,,,,,,,Air,Belt,,Askoll
471.0000,,43.0000,,,11.2000,690.0000,1488.0000,,,7000.0000,67.0000,66.8000,10.7000,3.6000,,Sport,Liquid,Chain,Injection,
1868.0000,100.0000,160.0000,,351.1000,22.7100,671.0000,1625.0000,0.2848,5000.0000,3250.0000,102.0000,114.3000,10.5000,3.6000,2021.0000,Touring,Air,Belt,Injection,
249.7000,,,,,2.8000,660.0000,1305.0000,,,,72.5000,60.5000,9.0000,,2021.0000,Trial,Liquid,Chain,Carburettor,
493.0000,,,,315.3000,14.3800,965.0000,1295.0000,0.1047,,,86.4000,81.3000,10.2000,,,ATV,Liquid,Shaft,Injection,
1250.4000,,127.5000,,239.0000,21.2000,790.0000,1580.0000,0.6275,,6750.0000,104.9000,72.4000,13.0000,,,Enduro / offroad,Liquid,Chain,Injection,
50.0000,,,,35.5000,2.6000,558.0000,889.0000,,,,41.7000,39.0000,,,,"Minibike, cross",Liquid,Chain,,
109.0000,7.2000,8.9000,,,3.7900,658.0000,1064.0000,,7500.0000,3500.0000,50.0000,55.6000,9.0000,,2021.0000,Enduro / offroad,Air,Chain,Injection,
,,10.9000,,124.0000,7.5000,905.0000,1350.0000,0.1210,,8250.0000,58.0000,47.0000,12.5000,3.4000,,,Liquid,Chain,Injection,
,,8.0000,80.0000,98.0000,6.7000,,1290.0000,0.0685,,6000.0000,,,,,,,,Belt,Injection,
,,46.0000,,213.0000,20.0000,840.0000,1525.0000,0.2235,,6000.0000,69.0000,66.8000,11.5000,3.6000,,,Liquid,Chain,Injection,
,,,,199.6000,,813.0000,1397.0000,1.0021,,,,,,,,,Liquid,Chain,,Damon
1084.0000,85.8000,98.0000,,,13.6000,700.0000,1520.0000,,7000.0000,4750.0000,91.0000,81.5000,10.1000,,2021.0000,Custom / cruiser,Liquid,Chain,Injection,Honda
,,,88.5000,106.6000,,749.0000,,,,,,,,,,,Air,Belt,Injection,
249.0000,,,,103.5000,9.5000,930.0000,1482.0000,,,,66.4000,72.0000,13.2000,,2021.0000,Enduro / offroad,Liquid,Chain,Carburettor,
49.7000,,,48.3000,89.8000,,756.0000,,,,,,,,,,Scooter,Air,Shaft,,
695.0000,,,,317.0000,21.6000,,1321.0000,,,,102.0000,85.0000,,,,ATV,Liquid,Belt,Injection,
,,16.0000,,,15.0000,775.0000,1400.0000,,,6000.0000,67.0000,65.0000,9.2000,,,,Air,Chain,Carburettor,Cleveland
1868.0000,100.0000,161.4000,,304.4000,18.9300,658.0000,1666.0000,0.3286,5020.0000,3000.0000,102.0000,114.0000,10.5000,3.2000,2021.0000,Custom / cruiser,Air,Belt,Injection,Harley-Davidson
,,40.0000,,223.0000,13.2500,720.0000,1520.0000,,,3500.0000,69.1000,66.0000,11.0000,,,,Liquid,Belt,Injection,
,,,,83.0000,5.5000,,,0.0590,,,41.0000,37.4000,,,,,Air,Belt,Carburettor,
1833.0000,124.7000,170.0000,,,21.0100,744.0000,1694.0000,,5500.0000,4500.0000,73.0000,73.0000,10.5000,3.8000,2021.0000,Touring,Liquid,Shaft,Injection,Honda
110.9000,,8.7000,,,5.0000,775.0000,1261.0000,,,5750.0000,53.0000,49.5000,10.0000,,,Scooter,Air,Chain,Injection,
125.0000,11.0000,,,,13.5000,780.0000,1360.0000,,9500.0000,,54.0000,54.5000,9.8000,,2021.0000,Enduro / offroad,Liquid,Chain,Injection,
,,58.0000,,139.0000,14.0000,820.0000,1480.0000,0.3957,,5500.0000,100.0000,76.5000,12.0000,,,,Liquid,Chain,Injection,
853.0000,90.0000,86.0000,190.0000,,15.0000,815.0000,1559.0000,,8250.0000,6250.0000,84.0000,77.0000,12.7000,3.5000,2021.0000,Enduro / offroad,Liquid,Chain,Injection,
