displacement_ccm,power_hp,torque_nm,top_speed_kmh,dry_weight_kg,fuel_capacity_l,seat_height_mm,wheelbase_mm,bore_mm,stroke_mm,compression_ratio,power_weight_ratio,power_rpm,category,cooling,transmission,fuel_system,brand,rating,year
839.3000,65.5000,76.4000,,245.0000,18.5000,780.0000,1593.0000,88.0000,69.0000,10.5000,0.2673,7250.0000,Scooter,Liquid,Belt,Injection,Gilera,3.3000,2009.0000
97.5000,,8.0000,,116.0000,12.8000,,1235.0000,,,9.0000,0.0635,,Sport,Air,Chain,,Hero Honda,3.5000,
149.0000,,12.0000,100.0000,128.0000,11.0000,,1300.0000,62.0000,49.5000,9.2000,0.0995,,Allround,Air,Chain,,Keeway,2.9000,
647.0000,,,,218.0000,16.0000,705.0000,1665.0000,,,,0.3211,,Custom / cruiser,Liquid,,Injection,,3.6000,
49.3000,,3.9000,45.0000,86.0000,4.8000,,1270.0000,40.3000,39.0000,,0.0400,,Scooter,,,Carburettor,,3.6000,
651.9000,,57.0000,165.0000,195.0000,17.0000,860.0000,1518.0000,100.0000,83.0000,9.7000,0.2434,,Enduro / offroad,Liquid,Chain,Carburettor,,3.0000,
124.8000,,,,97.0000,9.5000,985.0000,1471.0000,54.0000,54.5000,,,,Enduro / offroad,Liquid,Chain,Carburettor,,3.4000,
150.1000,,10.0000,88.0000,102.0000,6.0000,,1270.0000,52.4000,57.8000,9.5000,0.0959,,Scooter,,Belt,Carburettor,Keeway,2.9000,
654.0000,,64.0000,,138.5000,12.0000,930.0000,1498.0000,102.0000,80.0000,,,,Enduro / offroad,Liquid,Chain,Carburettor,,3.6000,
125.0000,8.4000,,,138.0000,11.0000,770.0000,,,,,0.0609,,Scooter,Air,Belt,,,2.9000,2009.0000
653.7000,,65.0000,,154.0000,13.2000,880.0000,1472.0000,102.0000,80.0000,11.7000,0.4092,,Super motard,Liquid,Chain,Carburettor,KTM,3.6000,
449.0000,50.7000,46.9000,,107.0000,7.2000,955.0000,1489.0000,96.0000,62.1000,12.0000,0.4737,9000.0000,Enduro / offroad,Liquid,Chain,Injection,,3.7000,2009.0000
674.0000,82.0000,,,209.0000,17.0300,780.0000,,,,,0.3923,9000.0000,Sport,,Chain,Injection,,3.3000,2009.0000
249.0000,27.8000,,,167.0000,14.0000,700.0000,1500.0000,,,,0.1665,10000.0000,Custom / cruiser,Oil & air,,Carburettor,,3.7000,2009.0000
233.9000,17.4000,17.3000,120.0000,139.0000,17.0000,820.0000,1350.0000,53.0000,53.0000,9.2000,0.1254,7500.0000,Sport,Air,,Carburettor,,2.9000,2009.0000
1148.0000,,120.0000,,188.0000,16.5000,805.0000,1430.0000,103.0000,69.0000,12.5000,0.8060,,Sport,Liquid,Chain,Injection,,3.2000,
449.0000,64.1000,48.0000,,114.0000,8.5000,985.0000,1490.0000,96.0000,63.5000,11.8000,0.5623,6400.0000,Enduro / offroad,Liquid,Chain,Injection,Husaberg,4.0000,2009.0000
125.0000,,,,105.0000,5.5000,770.0000,1360.0000,,,,0.0800,,Scooter,Air,Chain,Carburettor,,,
124.0000,,,,125.0000,8.0000,790.0000,1350.0000,,,,0.1080,,Allround,Oil & air,Chain,Carburettor,,2.9000,
125.0000,14.2000,10.0000,,152.0000,16.8000,800.0000,1450.0000,42.0000,45.0000,11.8000,0.0935,11000.0000,Sport,Liquid,Chain,Injection,Honda,3.1000,2009.0000
49.2000,,3.9000,45.0000,113.0000,5.5000,,1305.0000,40.0000,39.2000,6.9000,,,Scooter,Air,Belt,,,2.6000,
292.0000,,,,174.0000,15.0000,,1530.0000,,,,,,Scooter,Liquid,Belt,Injection,,3.7000,
654.0000,,64.0000,,138.5000,12.0000,930.0000,,102.0000,80.0000,11.8000,0.4482,,Enduro / offroad,Liquid,Chain,,,3.3000,
125.0000,,11.1000,,156.0000,9.4000,776.0000,1490.0000,52.4000,57.8000,11.0000,0.0833,,Scooter,Liquid,Belt,Injection,Honda,2.9000,
745.0000,,64.0000,,256.3000,14.6000,658.0000,1640.0000,79.0000,76.0000,9.6000,0.1753,,Custom / cruiser,Liquid,Shaft,Injection,,3.5000,
49.6000,,2.6000,45.0000,94.0000,10.0000,,1370.0000,40.3000,39.0000,7.0000,0.0198,,Enduro / offroad,Liquid,,Carburettor,,3.1000,
193.0000,,,,97.0000,9.5000,985.0000,1471.0000,64.0000,60.0000,,,,Enduro / offroad,Liquid,Chain,Carburettor,KTM,3.9000,
999.0000,113.3000,100.0000,,207.0000,19.5000,915.0000,1570.0000,101.0000,62.4000,11.5000,0.5474,8750.0000,Enduro / offroad,Liquid,Chain,Injection,,3.9000,2009.0000
149.0000,,,,157.0000,9.4000,776.0000,1490.0000,,,,,,Scooter,Liquid,Belt,Injection,,2.9000,
49.3000,3.0000,3.4000,45.0000,93.0000,4.8000,,1270.0000,40.3000,39.0000,7.2000,0.0317,6500.0000,Scooter,,Belt,Carburettor,,3.7000,2009.0000
125.0000,,,,105.0000,5.5000,770.0000,1330.0000,,,,0.0800,,Scooter,Air,,,,3.4000,
248.6000,,,,105.7000,9.2000,985.0000,,76.0000,54.8000,12.8000,,,Enduro / offroad,Liquid,Chain,Carburettor,,3.3000,2009.0000
839.3000,65.5000,76.4000,,243.0000,18.5000,780.0000,1593.0000,88.0000,69.0000,10.5000,0.2695,7250.0000,Scooter,Liquid,Belt,Injection,,3.9000,2009.0000
582.0000,,37.0000,,228.0000,15.8900,754.0000,1595.0000,72.0000,71.5000,10.2000,0.1667,,Scooter,Liquid,Belt,Injection,Honda,3.6000,
50.0000,,4.5000,,84.0000,5.0000,735.0000,1265.0000,38.0000,44.0000,12.0000,0.0476,,Scooter,Liquid,Belt,Injection,Honda,3.6000,
654.0000,,64.0000,,139.5000,12.0000,900.0000,,102.0000,80.0000,11.8000,,,Super motard,Liquid,,,,3.8000,2009.0000
647.0000,79.0000,,,196.0000,17.0000,780.0000,1435.0000,,,,0.4031,,Naked bike,Liquid,Chain,Carburettor,,3.0000,2009.0000
124.0000,,,108.0000,99.0000,6.5000,,1350.0000,56.5000,49.5000,9.0000,0.1273,,Sport,Air,,,Jawa-CZ,,
125.0000,14.2000,,,166.0000,17.0000,780.0000,1445.0000,,,,0.0855,10500.0000,Sport,Oil & air,Chain,Carburettor,Hyosung,2.7000,2009.0000
49.3000,2.3000,3.0000,45.0000,81.0000,5.0000,,1170.0000,40.3000,39.0000,6.9000,0.0289,7500.0000,Scooter,Air,Belt,Carburettor,,3.2000,2009.0000
599.0000,,,,171.0000,18.1600,820.0000,1400.0000,66.0000,43.8000,12.8000,,,Sport,Liquid,Chain,Carburettor,,3.7000,2009.0000
49.3000,,,,106.0000,,815.0000,1190.0000,40.0000,39.3000,,0.0509,,Scooter,Liquid,,Carburettor,Gilera,3.2000,
393.4000,,,,113.9000,9.0000,985.0000,1475.0000,89.0000,64.0000,11.1000,,,Enduro / offroad,Liquid,Chain,Carburettor,,4.0000,
249.0000,,,,168.0000,17.0000,780.0000,1435.0000,,,9.6000,0.1714,,Sport,Air,Belt,Injection,,3.2000,
124.0000,13.0000,,,123.0000,8.0000,840.0000,1430.0000,,,,0.1057,,Super motard,Oil & air,Chain,Carburettor,Hyosung,3.1000,2009.0000
49.3000,,,45.0000,115.0000,8.0000,,1270.0000,40.3000,39.0000,,,,Scooter,Air,Belt,Carburettor,,3.5000,2009.0000
279.1000,26.8000,26.0000,,161.8000,9.0000,785.0000,1420.0000,72.0000,68.5000,10.5000,0.1658,8250.0000,Scooter,Liquid,Belt,Injection,,3.8000,2009.0000
143.6000,,,,90.8000,8.0000,985.0000,1471.0000,56.0000,58.5000,,,,Enduro / offroad,Liquid,Chain,Carburettor,KTM,3.6000,2009.0000
125.0000,,,,159.0000,16.0000,790.0000,1385.0000,,,,0.0723,,Allround,Air,Chain,Carburettor,Kreidler,2.9000,
510.4000,,,,113.9000,9.0000,985.0000,1475.0000,95.0000,72.0000,11.9000,,,Enduro / offroad,Liquid,Chain,Carburettor,KTM,3.6000,
150.1000,12.9000,13.3000,94.0000,125.0000,7.6000,,,57.5000,57.8000,11.0000,0.1030,7500.0000,Scooter,Liquid,Belt,Carburettor,,,2009.0000
124.0000,,9.9000,90.0000,130.0000,12.0000,,1369.0000,56.5000,49.5000,9.0000,0.0825,,Super motard,Air,Chain,Carburettor,,3.2000,
108.0000,8.9000,9.3000,,114.0000,6.5000,740.0000,1275.0000,50.0000,55.0000,11.0000,0.0776,7500.0000,Scooter,Liquid,Belt,Injection,,3.6000,2009.0000
124.6000,8.6000,8.3000,86.0000,102.0000,5.0000,,1283.0000,52.4000,57.8000,6.4000,0.0841,7500.0000,Scooter,Air,Belt,Carburettor,Keeway,3.1000,2009.0000
125.0000,11.5000,,,133.0000,10.5000,870.0000,1405.0000,,,,0.0865,9500.0000,Enduro / offroad,Air,,,,,2009.0000
49.5000,3.0000,3.2000,48.0000,87.0000,6.5000,730.0000,1200.0000,39.0000,41.4000,8.5000,0.0339,9250.0000,Sport,Air,Chain,Carburettor,,2.8000,2009.0000
149.0000,,,,103.9000,9.0800,889.0000,1372.0000,57.4000,57.8000,9.2000,,,Scooter,Air,Belt,Carburettor,,,
1337.0000,,,,250.0000,10.0000,640.0000,1680.0000,,,,,,Custom / cruiser,Air,Chain,Carburettor,,3.3000,
49.7000,,,,83.0000,7.0000,850.0000,1360.0000,40.3000,39.0000,,,,Enduro / offroad,Liquid,Chain,Carburettor,,,
49.9000,,,,79.5000,,805.0000,,,,,,,Scooter,Liquid,,,Peugeot,3.1000,2009.0000
124.0000,,,,119.0000,,,,,,,,,Scooter,Air,Shaft,Carburettor,,,
721.0000,,,,208.7000,15.8900,622.0000,,,,8.5000,,,Classic,Air,Belt,,,,2009.0000
1851.9000,,,,244.0000,,559.0000,,101.6000,114.3000,,0.5081,,Custom / cruiser,,Belt,Carburettor,Von Dutch,,
865.0000,61.7000,74.0000,,229.0000,19.3000,720.0000,1655.0000,90.0000,68.0000,9.2000,0.2693,6800.0000,Custom / cruiser,Air,Chain,Injection,Triumph,3.6000,2009.0000
1851.9000,124.0000,,,216.8000,,533.0000,,101.6000,114.3000,,0.5719,,Custom / cruiser,Oil & air,Chain,Carburettor,,,2009.0000
1064.0000,84.5000,86.5000,,231.0000,23.0000,780.0000,1495.0000,92.0000,80.0000,9.8000,0.3657,7600.0000,Naked bike,Air,Shaft,Injection,,3.7000,2009.0000
865.0000,68.0000,69.0000,,203.0000,16.0000,751.0000,1454.0000,90.0000,68.0000,,0.3350,7500.0000,Classic,Air,,Injection,,4.1000,2009.0000
1750.0000,,164.1000,,294.8000,17.4100,610.0000,1740.0000,,,,0.3799,,Custom / cruiser,Air,Chain,,,,
49.0000,,3.7000,,106.0000,5.5000,730.0000,,38.0000,43.6000,12.0000,0.0809,,Scooter,Liquid,Belt,Injection,,,
599.0000,90.0000,64.4000,214.0000,183.0000,16.5000,785.0000,1440.0000,67.0000,42.5000,12.5000,0.4918,12000.0000,Naked bike,Liquid,Chain,Injection,Suzuki,4.0000,2009.0000
1202.0000,,,,205.0000,8.0000,700.0000,1610.0000,88.9000,96.8000,10.1000,,,Custom / cruiser,Air,Chain,,,,2009.0000
2294.0000,,,,320.0000,24.0000,740.0000,1695.0000,101.6000,94.3000,8.7000,,,Classic,Liquid,Shaft,Injection,,2.8000,
1151.0000,108.4000,108.0000,,214.0000,18.0000,840.0000,1535.0000,95.0000,81.2000,11.0000,0.5063,7500.0000,Enduro / offroad,,Shaft,Injection,,3.6000,2009.0000
50.0000,,,45.0000,86.0000,5.0000,790.0000,,39.0000,41.4000,8.8000,0.0453,,Scooter,Air,,Carburettor,,,
1225.0000,,,,192.0000,18.5000,820.0000,1450.0000,100.0000,78.0000,11.6000,0.6667,,Sport,Air,Shaft,Injection,Moto Guzzi,3.1000,
49.9000,,,,66.0000,5.8000,760.0000,,,,,,,Scooter,Air,,Carburettor,,2.8000,2009.0000
49.4000,3.1000,3.2000,,88.0000,7.0000,790.0000,1275.0000,38.0000,43.6000,12.0000,0.0350,,Scooter,Liquid,Belt,Injection,,3.6000,2009.0000
1151.0000,93.9000,100.0000,,229.0000,23.0000,800.0000,1485.0000,95.0000,81.2000,,0.4099,7800.0000,Naked bike,Air,Shaft,Injection,Moto Guzzi,3.7000,2009.0000
750.0000,,,,209.0000,15.8900,622.0000,1702.0000,,,8.5000,,,Allround,Air,Belt,,Ridley,,
982.0000,,,232.0000,150.0000,16.0000,,1365.0000,94.0000,71.5000,10.0000,0.6033,,Naked bike,Air,Chain,Injection,,,
1151.0000,,110.0000,,214.0000,18.0000,840.0000,1535.0000,95.0000,81.2000,11.0000,0.4766,,Enduro / offroad,,Shaft,Injection,,3.2000,
250.0000,17.0000,,,190.5000,14.3800,660.0000,1778.0000,,,,0.0892,8000.0000,Custom / cruiser,Air,Chain,Carburettor,,2.7000,2009.0000
492.7000,,,,215.0000,,784.0000,,,,,,,Scooter,Liquid,Belt,Injection,,3.3000,2009.0000
398.0000,,,,160.0000,13.2000,784.0000,1500.0000,,,,,,Scooter,Liquid,Shaft,Injection,Peugeot,,2009.0000
1573.0000,,,,295.7000,15.1400,635.0000,2070.0000,94.0000,119.4000,10.1000,,,Custom / cruiser,Air,Belt,Carburettor,Saxon,,2009.0000
1171.0000,,120.0000,240.0000,470.0000,50.0000,,,,,,0.2425,,Allround,Liquid,,Injection,,,
1187.0000,,101.7000,,199.6000,21.0000,805.0000,1440.0000,107.0000,66.0000,,0.5862,,Naked bike,Liquid,Chain,Injection,Moto Morini,,
645.0000,,,,197.0000,22.0000,820.0000,1555.0000,81.0000,62.6000,11.5000,,,Allround,Liquid,Chain,Injection,,3.9000,
2491.0000,,,,272.2000,,610.0000,,,,,,,Custom / cruiser,Air,Belt,Carburettor,,3.3000,
1640.0000,,165.0000,248.0000,183.0000,13.0000,790.0000,1380.0000,101.6000,101.6000,10.3000,0.6557,,Naked bike,Air,Belt,Carburettor,,3.5000,
1851.9000,,,,216.8000,,584.0000,,101.6000,114.3000,,0.5719,,Custom / cruiser,,Belt,Carburettor,,,
996.0000,,109.0000,,190.0000,14.5000,820.0000,1490.0000,98.0000,66.0000,10.5000,0.4432,,Naked bike,Liquid,Chain,Injection,,,
721.1000,,,,209.0000,18.9200,622.0000,1676.0000,,,8.5000,,,Classic,Air,Belt,,,,
172.0000,,,,94.3000,10.1800,,1295.0000,,,,0.0700,,Enduro / offroad,Liquid,,Carburettor,,3.4000,
1524.1000,,161.4000,,620.0000,13.2400,711.0000,,92.1000,117.5000,9.6000,0.1742,,Custom / cruiser,Air,,Carburettor,,,
1171.0000,128.7000,117.0000,260.0000,460.0000,47.0000,,,,,,0.2798,8700.0000,Allround,Liquid,Shaft,Injection,,,2009.0000
124.0000,,7.3000,,93.0000,8.0000,760.0000,1225.0000,52.4000,57.0000,9.0000,,,Allround,Air,Chain,Carburettor,Skyteam,3.8000,
49.1000,,,,90.0000,7.2000,,,,,,,,Scooter,,Belt,Carburettor,Peugeot,3.6000,
49.7000,,2.9000,,114.2000,7.0000,790.0000,1275.0000,40.3000,39.0000,,0.0235,,Sport,Liquid,,Carburettor,,3.0000,
49.2000,,3.5000,,267.0000,7.0000,765.0000,1294.0000,40.0000,39.2000,7.3000,0.0120,,Scooter,Air,Belt,Carburettor,,2.6000,
1750.0000,112.0000,121.0000,,299.4000,17.4100,559.0000,2007.0000,101.6000,113.0000,,0.3741,5500.0000,Custom / cruiser,Air,Chain,Carburettor,,,2009.0000
1171.0000,,117.0000,325.0000,350.0000,27.0000,,,,,,0.3678,,Allround,Liquid,Shaft,Turbo,Peraves,,
49.0000,,,,89.8000,4.5400,734.0000,1280.0000,38.0000,43.5000,12.0000,,,Scooter,Liquid,Belt,Injection,,3.3000,2009.0000
1187.0000,,103.6000,,210.0000,27.0000,875.0000,,,,,0.5619,,Allround,Liquid,Chain,Injection,Moto Morini,3.6000,
125.0000,,,,160.0000,13.2000,784.0000,,,,,0.0938,,Scooter,Liquid,,Injection,,3.0000,
2048.5000,138.0000,,,274.0000,,559.0000,,108.0000,111.8000,,0.5037,,Custom / cruiser,,Belt,Carburettor,,3.1000,2009.0000
172.0000,6.6000,,,94.3000,10.1800,,1295.0000,,,,0.0700,4000.0000,Enduro / offroad,,,Carburettor,,,2009.0000
2097.7000,160.0000,,,249.5000,,584.0000,1727.0000,111.0000,111.0000,9.8000,0.6414,,Sport,,Belt,Injection,Rucker Performance,,2009.0000
49.9000,,,,106.0000,8.0000,820.0000,,,,,,,Scooter,Liquid,Shaft,Carburettor,Peugeot,2.8000,
1187.0000,118.0000,102.0000,,198.0000,18.0000,830.0000,1440.0000,107.0000,66.0000,12.5000,0.5960,8500.0000,Naked bike,Liquid,Chain,Injection,,3.4000,2009.0000
124.0000,,8.2000,90.0000,175.0000,10.0000,,1380.0000,56.5000,49.5000,9.0000,0.0521,,Custom / cruiser,Air,Chain,Carburettor,,3.3000,
200.0000,,,,149.0000,11.0000,735.0000,1465.0000,69.0000,53.4000,11.6000,,,Scooter,Liquid,Belt,Injection,Suzuki,3.4000,
1050.0000,,100.0000,,198.0000,20.0000,835.0000,1510.0000,79.0000,71.4000,,0.5757,,Sport,Liquid,Chain,Injection,,3.7000,
510.4000,,,,109.0000,7.5000,880.0000,1485.0000,95.0000,72.0000,,,,Super motard,Liquid,Chain,Injection,Sherco,,
865.0000,61.7000,74.0000,,226.0000,19.3000,720.0000,1655.0000,90.0000,68.0000,9.2000,0.2729,6800.0000,Custom / cruiser,Air,,Injection,,3.5000,2009.0000
1638.8000,,,,294.0000,17.0300,653.0000,1684.0000,101.0000,102.0000,8.7000,,,Custom / cruiser,Oil & air,Belt,Injection,,3.8000,
1050.0000,,105.0000,,189.0000,18.0000,815.0000,1429.0000,79.0000,71.4000,12.0000,0.6882,,Naked bike,Liquid,Chain,Injection,,3.9000,
244.3000,,,,159.0000,13.2000,805.0000,,,,,0.1384,,Scooter,Liquid,Shaft,Injection,,3.2000,
124.1000,11.0000,9.0000,,110.0000,,800.0000,1349.0000,56.5000,49.5000,10.0000,0.1000,8500.0000,Sport,,Chain,Carburettor,Megelli,3.3000,2009.0000
124.0000,10.7000,,,123.0000,10.0000,890.0000,1460.0000,56.5000,49.5000,9.0000,0.0872,,Super motard,Air,Chain,Carburettor,Skyteam,3.0000,2009.0000
510.0000,,,,109.0000,8.5000,900.0000,1485.0000,95.0000,72.0000,,,,Enduro / offroad,Liquid,,Injection,,,2009.0000
1202.0000,,,,210.0000,6.0000,700.0000,1600.0000,,,,,,Custom / cruiser,Air,,Carburettor,,,2009.0000
1573.0000,,,,285.3000,17.0300,533.0000,2108.0000,94.0000,119.4000,10.1000,,,Custom / cruiser,Air,Belt,Carburettor,,2.8000,
124.0000,,,,121.0000,9.0000,836.0000,1340.0000,57.0000,48.8000,9.2000,,,Super motard,,Chain,Injection,,2.8000,2009.0000
865.0000,,69.0000,,205.0000,16.0000,825.0000,1500.0000,90.0000,68.0000,,0.2878,,Classic,Air,Chain,Injection,Triumph,4.0000,
123.7000,,,,99.0000,,910.0000,1360.0000,54.0000,54.0000,,,,Super motard,,,Carburettor,,,2009.0000
675.0000,105.9000,69.0000,,167.0000,17.4000,805.0000,1390.0000,74.0000,52.3000,12.0000,0.6344,11700.0000,Naked bike,Liquid,Chain,Injection,Triumph,4.0000,2009.0000
1851.9000,,,,229.5000,7.9400,686.0000,1600.0000,101.6000,114.3000,10.1000,,,Custom / cruiser,,Chain,,,3.4000,2009.0000
1750.0000,112.0000,164.1000,,308.4000,17.4100,584.0000,1930.0000,101.6000,113.0000,9.8000,0.3631,5500.0000,Custom / cruiser,Air,Chain,Carburettor,Titan,,2009.0000
124.6000,7.3000,,,158.0000,6.0000,820.0000,,,,,0.0462,,Scooter,Liquid,Chain,Injection,,3.1000,2009.0000
675.0000,126.1000,75.0000,,162.0000,17.4000,825.0000,1395.0000,74.0000,52.3000,,0.7781,12600.0000,Classic,Liquid,Chain,Injection,,4.1000,2009.0000
1573.0000,,,,283.5000,11.3500,660.0000,,94.0000,116.8000,10.1000,,,Custom / cruiser,,Chain,Carburettor,,2.8000,2009.0000
49.9000,,,,81.0000,6.0000,801.0000,1250.0000,,,,,,Scooter,Air,Shaft,Carburettor,,3.8000,
1750.0000,112.0000,164.1000,,256.3000,18.9200,629.0000,1778.0000,101.6000,113.0000,,0.4370,5500.0000,Custom / cruiser,Air,Chain,Carburettor,,,2009.0000
124.1000,,9.0000,,110.0000,,,1400.0000,56.5000,49.5000,10.0000,0.1000,,Super motard,,,Carburettor,,3.4000,
1187.0000,,102.0000,,198.0000,21.0000,805.0000,1440.0000,107.0000,66.0000,12.5000,0.5909,,Naked bike,Liquid,,Injection,,3.1000,
250.0000,,,,102.0000,,900.0000,1485.0000,78.0000,52.2000,,,,Enduro / offroad,Liquid,,Injection,,,
996.0000,100.0000,97.0000,,185.0000,19.0000,820.0000,1475.0000,98.0000,66.0000,10.5000,0.5405,8000.0000,Naked bike,Liquid,,Injection,,,2009.0000
877.0000,,66.0000,,231.0000,23.0000,780.0000,1495.0000,92.0000,66.0000,9.8000,0.3077,,Naked bike,Air,Shaft,Injection,Moto Guzzi,3.6000,
1000.0000,100.0000,,,135.0000,15.0000,,1400.0000,,,10.0000,0.7407,7600.0000,Sport,Air,Chain,Injection,NCR,,2009.0000
645.0000,,,,172.0000,17.0000,800.0000,1425.0000,,,11.5000,,,Allround,Liquid,Chain,Injection,,3.7000,2009.0000
1064.0000,72.4000,94.0000,,251.0000,19.0000,780.0000,1560.0000,92.0000,80.0000,9.8000,0.2885,6400.0000,Custom / cruiser,Air,Shaft,Injection,,,2009.0000
49.7000,,,,95.0000,7.8000,,1350.0000,,,12.0000,,,Super motard,Liquid,Chain,Carburettor,,,
49.7000,,,,95.0000,7.8000,910.0000,1350.0000,,,,,,Enduro / offroad,,Chain,Carburettor,Motorhispania,,
748.9000,,,249.9000,178.6000,,,1414.0000,,,12.0000,0.7110,,Naked bike,Liquid,Chain,Injection,,3.5000,
999.0000,,95.0000,200.0000,210.0000,20.0000,820.0000,1445.0000,,,,0.5571,,Sport,Liquid,Chain,,MZ,3.8000,
249.0000,,,,170.1000,12.9800,706.0000,,53.2000,67.6000,,0.1415,,Custom / cruiser,Air,Belt,Carburettor,,3.0000,
908.0000,139.0000,96.0000,,185.0000,19.0000,810.0000,1410.0000,79.0000,50.1000,,0.7514,10900.0000,Naked bike,Oil & air,Chain,Injection,,3.5000,2009.0000
49.6000,,,,80.0000,,,,,,,,,Scooter,Air,Shaft,Carburettor,,,2009.0000
877.0000,,70.0000,,227.0000,17.2000,800.0000,1554.0000,92.0000,66.0000,9.8000,0.3308,,Naked bike,Air,Shaft,Injection,,3.1000,
249.0000,24.0000,,,164.7000,10.9700,759.0000,1448.0000,73.0000,56.6000,11.8000,0.1458,9000.0000,Scooter,Liquid,Belt,Injection,UM,,2009.0000
909.0000,139.0000,96.0000,262.0000,185.0000,19.0000,805.0000,1410.0000,75.9000,43.2000,13.0000,0.7514,11000.0000,Naked bike,Oil & air,Chain,Injection,,,2009.0000
278.0000,,,,158.0000,9.2000,,,,,,,,Scooter,Liquid,Belt,Injection,Vespa,3.5000,
124.0000,14.3000,12.0000,101.0000,144.0000,10.0000,790.0000,,,,,0.0993,9500.0000,Scooter,Liquid,,Carburettor,,3.2000,2009.0000
49.0000,3.4000,3.3000,,79.0000,5.5000,765.0000,1210.0000,40.0000,39.2000,11.4000,0.0427,7000.0000,Scooter,Liquid,Belt,Carburettor,,,2009.0000
124.6000,,8.5000,80.0000,118.0000,9.5000,805.0000,,52.4000,57.8000,9.2000,0.0788,,Scooter,Air,,Injection,,,
744.0000,,54.7000,,182.0000,18.0000,780.0000,1449.0000,80.0000,74.0000,9.6000,0.2615,,Naked bike,Air,Shaft,Injection,,3.4000,
125.0000,,,,100.0000,8.6000,775.0000,1280.0000,62.5000,48.5000,,,,Scooter,Air,Belt,Injection,Vespa,3.1000,2009.0000
745.0000,38.9000,52.0000,130.0000,215.0000,19.0000,810.0000,,78.0000,78.0000,,0.1808,5600.0000,Classic,Air,Shaft,Carburettor,Ural,3.2000,2009.0000
745.0000,,52.0000,100.0000,350.0000,19.0000,790.0000,,78.0000,78.0000,,0.1111,,Classic,Air,Shaft,Carburettor,Ural,,
998.0000,183.0000,115.0000,300.0000,193.0000,21.0000,810.0000,1408.0000,76.0000,55.0000,,0.9482,12400.0000,Sport,Liquid,Chain,Injection,MV Agusta,,2009.0000
125.0000,,,,144.0000,,790.0000,,,,,,,Scooter,Liquid,Belt,Carburettor,,3.4000,
998.0000,,111.0000,301.7000,192.0000,21.0000,810.0000,1408.0000,76.0000,55.0000,13.0000,0.9063,,Sport,Liquid,Chain,Injection,,3.2000,
49.2000,,3.7000,,92.0000,7.0000,828.0000,,40.0000,39.2000,7.4000,0.0291,,Scooter,Liquid,Belt,,MBK,3.3000,
124.8000,,7.8000,120.0000,120.0000,11.0000,,,,,,0.0838,,Sport,Air,Belt,,,,
124.0000,,,,110.0000,8.6000,785.0000,,,,,,,Scooter,Air,Belt,Carburettor,Vespa,3.1000,2009.0000
748.9000,146.0000,82.0000,285.8000,191.0000,21.0000,790.0000,1398.0000,73.7000,43.2000,13.0000,0.7644,13000.0000,Sport,Liquid,,Injection,MV Agusta,,2009.0000
1064.0000,110.0000,108.0000,,222.0000,16.7000,800.0000,1554.0000,95.0000,81.5000,,0.4955,7500.0000,Naked bike,Air,Shaft,Injection,Moto Guzzi,3.3000,2009.0000
49.7000,,,,120.0000,12.5000,795.0000,1330.0000,40.3000,39.0000,12.0000,,,Sport,Liquid,Chain,Carburettor,Motorhispania,2.8000,2009.0000
1731.0000,,,,294.0000,17.0300,653.0000,1684.0000,101.0000,108.0000,9.5000,0.3299,,Custom / cruiser,Oil & air,Belt,Injection,Victory,3.6000,
750.0000,,,,125.0000,15.0000,,1400.0000,,,,0.9280,,Sport,,Chain,Injection,,,
125.0000,,,,110.0000,8.6000,775.0000,1280.0000,62.5000,48.5000,,,,Scooter,Air,Belt,Carburettor,,3.3000,2009.0000
150.0000,11.7000,11.5000,95.0000,110.0000,,,1280.0000,62.5000,48.5000,,0.1060,7750.0000,Scooter,Air,Belt,Injection,,3.6000,2009.0000
124.0000,14.8000,11.7000,110.0000,127.5000,12.5000,860.0000,1440.0000,,,,0.1157,9000.0000,Enduro / offroad,,Chain,,MZ,3.9000,2009.0000
49.7000,,,,95.0000,7.8000,,1350.0000,,,,,,Super motard,Air,Chain,Carburettor,,3.9000,2009.0000
125.0000,16.0000,,,120.0000,12.5000,805.0000,1350.0000,58.6000,52.0000,,0.1333,9000.0000,Sport,Liquid,Chain,Carburettor,,3.2000,2009.0000
745.0000,38.9000,52.0000,100.0000,350.0000,19.0000,790.0000,,78.0000,78.0000,,0.1111,5600.0000,Classic,Air,Shaft,,,3.7000,2009.0000
805.0000,,66.4000,,247.0000,15.5000,700.0000,1655.0000,83.0000,74.4000,9.4000,0.2117,,Custom / cruiser,Liquid,Shaft,Injection,,3.8000,
150.0000,9.4000,8.5000,,103.9000,5.2900,975.0000,,57.4000,57.8000,,0.0905,7600.0000,Scooter,Air,Belt,Carburettor,,3.4000,2009.0000
150.0000,,11.5000,95.0000,110.0000,8.6000,785.0000,1280.0000,62.5000,48.5000,,0.1060,,Scooter,Air,Belt,,,3.1000,
124.0000,,7.6000,80.0000,120.0000,,,,,,,,,Scooter,Air,Belt,Carburettor,,,2009.0000
125.0000,,,,120.0000,,795.0000,1310.0000,58.6000,52.0000,10.0000,0.1083,,Naked bike,Air,Chain,Carburettor,Motorhispania,2.5000,
1638.8000,,,,298.0000,17.0300,673.0000,1666.0000,101.0000,102.0000,,,,Custom / cruiser,Oil & air,Belt,Injection,,3.2000,2009.0000
